cnpj;razao_social;numero_nota;data_emissao;codigo_item;descricao_item;quantidade;valor_unitario;imposto_item
08.341.962/0001-16;Castro;806058;2025-03-25;624516;A certeza de inovar com confiança;3;491.18;166.65
08.341.962/0001-16;Castro;806058;2025-03-25;486975;A simplicidade de inovar de maneira eficaz;3;733.71;523.66
08.341.962/0001-16;Castro;602279;2025-03-24;626187;A simplicidade de mudar com confiança;4;805.5;411.75
08.341.962/0001-16;Castro;602279;2025-03-24;534602;A segurança de conseguir com força total;7;260.1;154.56
08.341.962/0001-16;Castro;602279;2025-03-24;208586;A possibilidade de concretizar seus projetos simplesmente;4;827.83;748.45
08.341.962/0001-16;Castro;903810;2025-04-01;319317;A certeza de ganhar mais rapidamente;5;779.02;362.43
08.341.962/0001-16;Castro;903810;2025-04-01;203230;O direito de concretizar seus projetos em estado puro;8;977.94;1124.21
08.341.962/0001-16;Castro;903810;2025-04-01;403172;A arte de ganhar com confiança;6;693.67;260.6
08.341.962/0001-16;Castro;497724;2025-02-28;817995;A arte de ganhar naturalmente;8;683.59;722.17
08.341.962/0001-16;Castro;258676;2024-12-17;112908;A arte de concretizar seus projetos antes de tudo;5;529.25;325.75
08.341.962/0001-16;Castro;258676;2024-12-17;319029;O conforto de concretizar seus projetos direto da fonte;6;396.8;512.96
08.341.962/0001-16;Castro;617729;2025-02-27;420730;A arte de atingir seus objetivos mais rapidamente;4;213.03;183.53
08.341.962/0001-16;Castro;617729;2025-02-27;939130;O conforto de ganhar antes de tudo;7;953.3;1343.12
08.341.962/0001-16;Castro;617729;2025-02-27;233499;O direito de realizar seus sonhos direto da fonte;6;72.47;23.1
08.341.962/0001-16;Castro;371869;2024-12-15;952800;A arte de realizar seus sonhos direto da fonte;9;709.17;1142.8
08.341.962/0001-16;Castro;371869;2024-12-15;514744;A vantagem de ganhar em estado puro;3;450.16;306.46
08.341.962/0001-16;Castro;371869;2024-12-15;738165;A vantagem de evoluir simplesmente;7;453.43;739.35
08.341.962/0001-16;Castro;159625;2025-04-23;957459;O prazer de atingir seus objetivos mais rapidamente;1;472.01;82.93
08.341.962/0001-16;Castro;159625;2025-04-23;977034;A possibilidade de avançar com força total;8;347.07;153.12
08.341.962/0001-16;Castro;159625;2025-04-23;286582;A certeza de realizar seus sonhos direto da fonte;1;684.67;158.0
08.341.962/0001-16;Castro;159625;2025-04-23;631361;A simplicidade de ganhar sem preocupação;9;735.39;899.76
08.341.962/0001-16;Castro;616246;2024-12-06;735421;A arte de realizar seus sonhos naturalmente;5;365.56;406.51
08.341.962/0001-16;Castro;616246;2024-12-06;334740;A simplicidade de ganhar com confiança;6;788.43;1138.53
08.341.962/0001-16;Castro;718016;2025-02-01;383472;A simplicidade de concretizar seus projetos mais facilmente;3;204.51;132.36
08.341.962/0001-16;Castro;718016;2025-02-01;350787;A segurança de realizar seus sonhos mais rapidamente;8;287.64;308.01
08.341.962/0001-16;Castro;718016;2025-02-01;488695;O conforto de avançar com confiança;9;913.66;824.51
08.341.962/0001-16;Castro;718016;2025-02-01;948972;A simplicidade de atingir seus objetivos com toda a tranquilidade;5;918.97;762.98
08.341.962/0001-16;Castro;793496;2025-04-23;702305;A possibilidade de avançar simplesmente;7;747.28;937.75
08.341.962/0001-16;Castro;793496;2025-04-23;472586;A segurança de conseguir com toda a tranquilidade;7;195.69;207.96
08.341.962/0001-16;Castro;793496;2025-04-23;880073;A simplicidade de evoluir direto da fonte;7;812.77;1298.21
08.341.962/0001-16;Castro;793496;2025-04-23;469205;O prazer de inovar sem preocupação;4;442.47;335.43
08.341.962/0001-16;Castro;793496;2025-04-23;447898;O poder de ganhar direto da fonte;4;564.67;224.78
08.341.962/0001-16;Castro;578526;2025-01-31;438384;A vantagem de inovar antes de tudo;9;309.42;603.82
08.341.962/0001-16;Castro;578526;2025-01-31;629038;A arte de mudar com toda a tranquilidade;5;181.17;119.46
08.341.962/0001-16;Castro;578526;2025-01-31;305054;A vantagem de concretizar seus projetos direto da fonte;1;145.51;32.65
08.341.962/0001-16;Castro;578526;2025-01-31;379351;A liberdade de concretizar seus projetos de maneira eficaz;6;55.6;79.65
08.341.962/0001-16;Castro;578526;2025-01-31;907399;A arte de ganhar de maneira eficaz;7;687.85;483.99
08.341.962/0001-16;Castro;251690;2025-01-02;558912;O poder de realizar seus sonhos mais rapidamente;1;201.37;12.47
08.341.962/0001-16;Castro;251690;2025-01-02;445065;A vantagem de ganhar direto da fonte;2;680.42;191.72
08.341.962/0001-16;Castro;251690;2025-01-02;218711;A segurança de atingir seus objetivos de maneira eficaz;10;724.23;574.92
08.341.962/0001-16;Castro;832103;2025-02-16;871758;O direito de inovar em estado puro;7;262.07;447.96
08.341.962/0001-16;Castro;832103;2025-02-16;572409;O prazer de mudar com confiança;8;176.8;348.05
08.341.962/0001-16;Castro;832103;2025-02-16;370826;O direito de atingir seus objetivos com confiança;5;748.42;390.67
08.341.962/0001-16;Castro;832103;2025-02-16;388930;A simplicidade de concretizar seus projetos de maneira eficaz;10;489.9;986.72
08.341.962/0001-16;Castro;919452;2025-01-15;843548;A possibilidade de concretizar seus projetos simplesmente;2;715.56;110.69
08.341.962/0001-16;Castro;499647;2025-03-13;652222;O prazer de conseguir direto da fonte;7;305.76;313.14
08.341.962/0001-16;Castro;499647;2025-03-13;220955;A vantagem de conseguir em estado puro;3;484.57;90.5
08.341.962/0001-16;Castro;499647;2025-03-13;262615;O prazer de realizar seus sonhos mais facilmente;4;638.88;148.78
08.341.962/0001-16;Castro;499647;2025-03-13;222074;A certeza de atingir seus objetivos em estado puro;10;728.88;1162.42
08.341.962/0001-16;Castro;499647;2025-03-13;555024;A certeza de avançar com confiança;6;347.4;299.64
08.341.962/0001-16;Castro;757555;2025-02-22;485643;O conforto de concretizar seus projetos com toda a tranquilidade;7;778.37;1330.39
08.341.962/0001-16;Castro;873763;2025-04-28;802535;A segurança de inovar com força total;6;110.67;77.69
08.341.962/0001-16;Castro;712173;2025-01-17;509871;O prazer de evoluir mais rapidamente;4;320.81;270.42
08.341.962/0001-16;Castro;712173;2025-01-17;684151;O direito de concretizar seus projetos simplesmente;4;864.19;793.85
08.341.962/0001-16;Castro;712173;2025-01-17;129476;O poder de evoluir naturalmente;6;382.22;440.14
08.341.962/0001-16;Castro;712173;2025-01-17;888102;A certeza de evoluir simplesmente;4;105.34;24.64
08.341.962/0001-16;Castro;331893;2025-01-19;210990;A simplicidade de concretizar seus projetos com confiança;4;395.56;158.52
08.341.962/0001-16;Castro;331893;2025-01-19;849493;O prazer de evoluir mais facilmente;1;624.83;31.58
08.341.962/0001-16;Castro;331893;2025-01-19;422824;A vantagem de conseguir sem preocupação;2;376.45;93.21
08.341.962/0001-16;Castro;925183;2025-02-18;173798;O poder de conseguir com confiança;6;290.49;332.44
08.341.962/0001-16;Castro;925183;2025-02-18;834903;A liberdade de realizar seus sonhos mais rapidamente;4;68.22;52.72
08.341.962/0001-16;Castro;849453;2025-02-03;556469;A segurança de inovar naturalmente;4;70.92;24.92
08.341.962/0001-16;Castro;849453;2025-02-03;613299;O prazer de avançar mais rapidamente;3;143.43;46.88
08.341.962/0001-16;Castro;849453;2025-02-03;388270;A liberdade de ganhar sem preocupação;1;307.38;19.16
08.341.962/0001-16;Castro;849453;2025-02-03;696468;A possibilidade de mudar mais facilmente;1;221.62;32.37
08.341.962/0001-16;Castro;298791;2024-12-07;873913;O conforto de avançar com força total;3;192.99;134.24
08.341.962/0001-16;Castro;298791;2024-12-07;926986;A liberdade de mudar sem preocupação;9;604.43;1127.49
08.341.962/0001-16;Castro;298791;2024-12-07;148792;A possibilidade de inovar sem preocupação;8;723.28;778.67
08.341.962/0001-16;Castro;298791;2024-12-07;118430;A liberdade de evoluir com força total;10;661.3;1434.54
08.341.962/0001-16;Castro;522204;2025-02-02;964672;A possibilidade de conseguir simplesmente;9;237.2;219.96
08.341.962/0001-16;Castro;522204;2025-02-02;909534;O conforto de inovar mais facilmente;10;86.53;143.78
08.341.962/0001-16;Castro;522204;2025-02-02;181835;A segurança de ganhar de maneira eficaz;8;373.18;606.83
08.341.962/0001-16;Castro;522204;2025-02-02;751522;O prazer de realizar seus sonhos direto da fonte;5;68.91;33.38
08.341.962/0001-16;Castro;522204;2025-02-02;912532;A vantagem de realizar seus sonhos de maneira eficaz;8;991.04;1252.52
08.341.962/0001-16;Castro;930738;2025-01-11;705862;A arte de mudar sem preocupação;9;492.55;383.9
08.341.962/0001-16;Castro;376841;2025-04-18;424940;A simplicidade de concretizar seus projetos sem preocupação;1;887.77;98.71
08.341.962/0001-16;Castro;376841;2025-04-18;812902;A simplicidade de avançar mais facilmente;3;528.79;212.71
08.341.962/0001-16;Castro;376841;2025-04-18;469680;A possibilidade de realizar seus sonhos mais rapidamente;5;790.15;241.47
08.341.962/0001-16;Castro;278440;2024-12-12;759304;A possibilidade de evoluir mais rapidamente;5;168.89;193.75
08.341.962/0001-16;Castro;278440;2024-12-12;175488;A possibilidade de avançar com força total;1;292.35;28.39
08.341.962/0001-16;Castro;475531;2024-12-15;937632;A liberdade de atingir seus objetivos direto da fonte;3;658.58;279.09
08.341.962/0001-16;Castro;911505;2025-01-23;938007;A certeza de atingir seus objetivos de maneira eficaz;7;411.88;479.24
08.341.962/0001-16;Castro;460850;2025-04-09;125336;A segurança de ganhar naturalmente;2;409.85;195.37
08.341.962/0001-16;Castro;460850;2025-04-09;294112;A simplicidade de ganhar naturalmente;2;652.9;318.59
08.341.962/0001-16;Castro;460850;2025-04-09;326815;A vantagem de mudar com confiança;9;569.92;938.04
08.341.962/0001-16;Castro;460850;2025-04-09;859700;O direito de realizar seus sonhos naturalmente;2;99.4;22.09
08.341.962/0001-16;Castro;460850;2025-04-09;658678;A simplicidade de realizar seus sonhos com toda a tranquilidade;7;905.48;830.57
08.341.962/0001-16;Castro;688748;2025-02-18;102648;O poder de conseguir naturalmente;2;311.68;124.61
08.341.962/0001-16;Castro;688748;2025-02-18;402613;A possibilidade de avançar com confiança;1;283.26;58.7
08.341.962/0001-16;Castro;688748;2025-02-18;656045;A liberdade de conseguir antes de tudo;7;594.91;411.07
08.341.962/0001-16;Castro;688748;2025-02-18;455580;O poder de inovar sem preocupação;8;951.06;607.49
08.341.962/0001-16;Castro;510861;2025-03-20;749685;A certeza de realizar seus sonhos com força total;7;685.64;983.51
08.341.962/0001-16;Castro;510861;2025-03-20;914555;A certeza de concretizar seus projetos em estado puro;6;89.31;101.98
08.341.962/0001-16;Castro;510861;2025-03-20;428943;O poder de realizar seus sonhos direto da fonte;10;74.15;142.17
08.341.962/0001-16;Castro;510861;2025-03-20;748866;O direito de ganhar mais rapidamente;2;503.43;202.26
08.341.962/0001-16;Castro;510861;2025-03-20;314362;A arte de realizar seus sonhos em estado puro;6;410.53;286.62
08.341.962/0001-16;Castro;185884;2025-03-13;578207;A certeza de inovar com toda a tranquilidade;4;589.33;265.88
08.341.962/0001-16;Castro;512965;2025-05-02;538609;A vantagem de realizar seus sonhos simplesmente;10;625.63;758.75
08.341.962/0001-16;Castro;105307;2025-01-13;562513;A simplicidade de mudar antes de tudo;7;768.71;752.83
08.341.962/0001-16;Castro;105307;2025-01-13;439762;A simplicidade de ganhar em estado puro;1;456.45;46.21
08.341.962/0001-16;Castro;105307;2025-01-13;829492;A certeza de inovar com força total;9;789.65;1099.25
08.341.962/0001-16;Castro;436833;2025-02-04;726497;A vantagem de evoluir com confiança;4;880.22;840.39
08.341.962/0001-16;Castro;436833;2025-02-04;782214;A simplicidade de ganhar com confiança;7;462.71;769.88
08.341.962/0001-16;Castro;436833;2025-02-04;323686;A simplicidade de concretizar seus projetos com força total;8;330.11;150.04
08.341.962/0001-16;Castro;690056;2025-02-22;810944;O prazer de inovar direto da fonte;8;357.64;637.02
08.341.962/0001-16;Castro;690056;2025-02-22;196762;A simplicidade de ganhar mais facilmente;10;306.81;763.89
08.341.962/0001-16;Castro;690056;2025-02-22;185498;A arte de mudar naturalmente;6;333.6;260.63
08.341.962/0001-16;Castro;690056;2025-02-22;397817;A certeza de concretizar seus projetos em estado puro;6;898.35;615.67
08.341.962/0001-16;Castro;703650;2025-01-19;814458;A certeza de avançar com toda a tranquilidade;4;797.51;381.97
08.341.962/0001-16;Castro;491490;2024-12-08;542697;A possibilidade de atingir seus objetivos de maneira eficaz;5;152.61;91.21
08.341.962/0001-16;Castro;491490;2024-12-08;752313;A simplicidade de inovar sem preocupação;6;594.21;683.81
08.341.962/0001-16;Castro;491490;2024-12-08;173335;A possibilidade de inovar em estado puro;2;412.22;95.44
08.341.962/0001-16;Castro;491490;2024-12-08;649579;A simplicidade de inovar de maneira eficaz;8;588.7;1091.98
08.341.962/0001-16;Castro;109861;2025-02-05;571331;A vantagem de avançar sem preocupação;4;328.7;223.97
08.341.962/0001-16;Castro;109861;2025-02-05;654532;O poder de ganhar mais rapidamente;1;99.69;18.21
08.341.962/0001-16;Castro;284384;2024-12-11;301374;O prazer de ganhar de maneira eficaz;4;480.86;371.64
08.341.962/0001-16;Castro;284384;2024-12-11;410002;O prazer de inovar mais rapidamente;9;124.64;262.38
08.341.962/0001-16;Castro;284384;2024-12-11;581614;O conforto de avançar com confiança;4;98.62;32.37
08.341.962/0001-16;Castro;284384;2024-12-11;187216;A simplicidade de conseguir direto da fonte;1;464.56;62.85
08.341.962/0001-16;Castro;918474;2025-03-04;287953;A segurança de avançar antes de tudo;3;428.31;102.94
08.341.962/0001-16;Castro;578659;2025-03-15;543530;A certeza de atingir seus objetivos simplesmente;3;398.12;69.71
08.341.962/0001-16;Castro;578659;2025-03-15;414611;A simplicidade de inovar em estado puro;1;293.95;37.16
08.341.962/0001-16;Castro;578659;2025-03-15;541674;A simplicidade de evoluir de maneira eficaz;6;66.71;40.31
08.341.962/0001-16;Castro;453934;2025-03-01;985970;A simplicidade de evoluir naturalmente;4;380.38;319.57
08.341.962/0001-16;Castro;453934;2025-03-01;399472;A possibilidade de conseguir mais facilmente;4;279.81;221.19
08.341.962/0001-16;Castro;453934;2025-03-01;612913;A vantagem de inovar sem preocupação;10;792.15;1283.12
08.341.962/0001-16;Castro;783519;2024-12-08;234127;A simplicidade de atingir seus objetivos simplesmente;8;752.58;510.7
08.341.962/0001-16;Castro;783519;2024-12-08;617012;O direito de evoluir mais facilmente;9;403.38;214.3
08.341.962/0001-16;Castro;783519;2024-12-08;719902;A certeza de avançar de maneira eficaz;5;802.3;937.2
08.341.962/0001-16;Castro;866512;2024-12-30;135229;O poder de atingir seus objetivos sem preocupação;8;951.27;846.01
08.341.962/0001-16;Castro;866512;2024-12-30;286545;A simplicidade de avançar mais rapidamente;4;332.68;266.1
08.341.962/0001-16;Castro;866512;2024-12-30;941878;O direito de concretizar seus projetos mais facilmente;10;721.29;1084.3
08.341.962/0001-16;Castro;372725;2025-04-06;409127;A vantagem de atingir seus objetivos de maneira eficaz;7;883.4;383.99
08.341.962/0001-16;Castro;372725;2025-04-06;628124;A simplicidade de concretizar seus projetos naturalmente;1;908.25;168.6
08.341.962/0001-16;Castro;340638;2025-04-16;164720;A arte de conseguir sem preocupação;1;669.44;39.58
08.341.962/0001-16;Castro;514801;2025-02-20;980641;O direito de mudar antes de tudo;6;307.45;192.44
08.341.962/0001-16;Castro;514801;2025-02-20;182274;O prazer de atingir seus objetivos mais facilmente;2;485.88;189.58
08.341.962/0001-16;Castro;324266;2025-04-16;668576;A simplicidade de mudar antes de tudo;4;399.79;256.04
08.341.962/0001-16;Castro;324266;2025-04-16;560596;O poder de inovar simplesmente;5;730.72;494.89
08.341.962/0001-16;Castro;324266;2025-04-16;116430;A simplicidade de atingir seus objetivos com força total;2;297.32;118.2
08.341.962/0001-16;Castro;324266;2025-04-16;565947;A segurança de mudar direto da fonte;8;967.82;1194.58
08.341.962/0001-16;Castro;324266;2025-04-16;498398;O direito de conseguir naturalmente;4;107.61;64.83
08.341.962/0001-16;Castro;799874;2025-03-05;672032;A arte de atingir seus objetivos de maneira eficaz;1;196.42;33.39
08.341.962/0001-16;Castro;799874;2025-03-05;510917;O poder de concretizar seus projetos naturalmente;9;621.1;401.17
08.341.962/0001-16;Castro;660640;2024-12-01;628462;A certeza de ganhar simplesmente;6;598.35;387.1
08.341.962/0001-16;Castro;660640;2024-12-01;964948;A arte de inovar sem preocupação;3;518.15;207.16
08.341.962/0001-16;Castro;660640;2024-12-01;855414;O conforto de mudar com força total;8;881.16;1183.69
08.341.962/0001-16;Castro;660640;2024-12-01;802973;A segurança de atingir seus objetivos antes de tudo;1;888.14;65.05
08.341.962/0001-16;Castro;660640;2024-12-01;446126;A simplicidade de avançar com confiança;4;914.95;642.58
08.341.962/0001-16;Castro;425381;2025-05-10;201292;O prazer de realizar seus sonhos de maneira eficaz;9;446.29;837.84
08.341.962/0001-16;Castro;425381;2025-05-10;359996;O prazer de realizar seus sonhos com toda a tranquilidade;7;284.53;145.32
08.341.962/0001-16;Castro;642503;2025-02-09;558370;A certeza de evoluir naturalmente;9;297.34;548.37
08.341.962/0001-16;Castro;642503;2025-02-09;483214;O conforto de mudar naturalmente;8;355.72;297.95
08.341.962/0001-16;Castro;584091;2025-01-13;382020;A possibilidade de avançar simplesmente;5;53.88;25.87
08.341.962/0001-16;Castro;584091;2025-01-13;210966;A vantagem de conseguir com força total;4;963.33;882.62
08.341.962/0001-16;Castro;584091;2025-01-13;597129;A certeza de realizar seus sonhos sem preocupação;2;579.29;95.92
08.341.962/0001-16;Castro;827365;2025-02-04;677959;A simplicidade de conseguir simplesmente;5;995.14;440.61
08.341.962/0001-16;Castro;827365;2025-02-04;281096;O prazer de avançar com toda a tranquilidade;9;665.16;652.86
08.341.962/0001-16;Castro;385176;2025-04-21;877882;A possibilidade de avançar sem preocupação;10;265.76;416.31
08.341.962/0001-16;Castro;385176;2025-04-21;730665;O conforto de evoluir em estado puro;7;470.6;786.01
08.341.962/0001-16;Castro;994040;2024-12-20;764276;A segurança de ganhar mais facilmente;3;320.16;185.87
08.341.962/0001-16;Castro;994040;2024-12-20;342670;A possibilidade de conseguir em estado puro;2;891.15;174.55
08.341.962/0001-16;Castro;994040;2024-12-20;100776;O poder de evoluir mais facilmente;5;334.58;305.46
08.341.962/0001-16;Castro;203963;2024-11-23;109470;O conforto de evoluir simplesmente;7;356.06;604.34
08.341.962/0001-16;Castro;203963;2024-11-23;657687;A vantagem de inovar sem preocupação;8;589.71;1148.2
08.341.962/0001-16;Castro;203963;2024-11-23;530812;O direito de evoluir com confiança;2;185.93;79.53
08.341.962/0001-16;Castro;203963;2024-11-23;466456;A simplicidade de evoluir direto da fonte;5;581.74;187.97
08.341.962/0001-16;Castro;203963;2024-11-23;203081;O prazer de atingir seus objetivos mais facilmente;1;438.7;39.2
08.341.962/0001-16;Castro;909318;2024-11-14;841335;O direito de realizar seus sonhos sem preocupação;1;470.49;57.37
08.341.962/0001-16;Castro;909318;2024-11-14;759255;A possibilidade de realizar seus sonhos com confiança;9;677.85;493.4
08.341.962/0001-16;Castro;909318;2024-11-14;817308;A possibilidade de concretizar seus projetos direto da fonte;4;619.59;491.26
08.341.962/0001-16;Castro;909318;2024-11-14;200752;A vantagem de atingir seus objetivos com toda a tranquilidade;8;474.08;300.48
08.341.962/0001-16;Castro;690060;2025-02-23;356390;O conforto de realizar seus sonhos sem preocupação;7;301.61;424.44
08.341.962/0001-16;Castro;136407;2024-12-08;630295;A simplicidade de avançar com força total;7;486.42;333.85
08.341.962/0001-16;Castro;136407;2024-12-08;995224;A certeza de avançar com força total;9;985.39;2170.53
08.341.962/0001-16;Castro;136407;2024-12-08;852841;O poder de atingir seus objetivos com toda a tranquilidade;2;988.73;301.88
08.341.962/0001-16;Castro;136407;2024-12-08;669022;A segurança de ganhar sem preocupação;4;699.5;651.05
08.341.962/0001-16;Castro;508117;2024-12-22;146379;A simplicidade de atingir seus objetivos direto da fonte;1;415.08;66.18
08.341.962/0001-16;Castro;508117;2024-12-22;772525;O direito de evoluir direto da fonte;5;298.03;250.83
08.341.962/0001-16;Castro;501655;2025-04-17;336198;O poder de mudar mais facilmente;4;609.0;408.2
08.341.962/0001-16;Castro;501655;2025-04-17;726362;A simplicidade de concretizar seus projetos com toda a tranquilidade;8;202.42;315.05
08.341.962/0001-16;Castro;501655;2025-04-17;175026;O poder de concretizar seus projetos com confiança;1;111.48;26.47
08.341.962/0001-16;Castro;501655;2025-04-17;683715;A arte de mudar sem preocupação;2;620.84;76.71
08.341.962/0001-16;Castro;545385;2024-12-09;762144;A segurança de mudar mais facilmente;2;653.65;87.93
08.341.962/0001-16;Castro;545385;2024-12-09;345164;A certeza de ganhar de maneira eficaz;9;220.99;453.98
08.341.962/0001-16;Castro;465367;2025-01-21;755620;O poder de atingir seus objetivos mais rapidamente;9;152.99;202.08
08.341.962/0001-16;Castro;307506;2025-03-10;995274;A arte de realizar seus sonhos em estado puro;1;750.34;43.65
08.341.962/0001-16;Castro;307506;2025-03-10;571988;A segurança de concretizar seus projetos mais rapidamente;2;202.75;24.97
08.341.962/0001-16;Castro;307506;2025-03-10;478229;A arte de mudar com toda a tranquilidade;9;378.77;172.8
08.341.962/0001-16;Castro;307506;2025-03-10;530518;A segurança de avançar mais facilmente;9;331.67;661.05
03.192.678/0001-01;Monteiro;933635;2025-04-07;670909;A segurança de conseguir em estado puro;7;530.39;242.47
03.192.678/0001-01;Monteiro;933635;2025-04-07;698455;A liberdade de realizar seus sonhos antes de tudo;1;723.76;92.22
03.192.678/0001-01;Monteiro;933635;2025-04-07;347605;O direito de atingir seus objetivos antes de tudo;9;327.07;470.05
03.192.678/0001-01;Monteiro;933635;2025-04-07;411284;A arte de ganhar com toda a tranquilidade;6;905.1;315.96
03.192.678/0001-01;Monteiro;933635;2025-04-07;451867;A segurança de realizar seus sonhos com força total;6;541.52;722.38
03.192.678/0001-01;Monteiro;924660;2024-12-07;501278;O direito de atingir seus objetivos em estado puro;2;658.02;274.57
03.192.678/0001-01;Monteiro;924660;2024-12-07;763155;A liberdade de realizar seus sonhos com confiança;4;274.31;226.24
03.192.678/0001-01;Monteiro;212845;2025-04-08;792913;O conforto de atingir seus objetivos antes de tudo;7;691.09;1020.89
03.192.678/0001-01;Monteiro;212845;2025-04-08;327859;A liberdade de inovar mais facilmente;9;894.53;476.44
03.192.678/0001-01;Monteiro;212845;2025-04-08;853668;A simplicidade de avançar com força total;8;124.09;166.69
03.192.678/0001-01;Monteiro;212845;2025-04-08;818242;A certeza de atingir seus objetivos simplesmente;8;854.18;1382.18
03.192.678/0001-01;Monteiro;539867;2024-11-22;398681;A certeza de conseguir mais facilmente;2;706.16;340.55
03.192.678/0001-01;Monteiro;591778;2024-12-21;359120;A vantagem de mudar naturalmente;10;701.14;1334.03
03.192.678/0001-01;Monteiro;157933;2025-04-18;238409;O poder de realizar seus sonhos com força total;2;961.3;193.77
03.192.678/0001-01;Monteiro;157933;2025-04-18;714593;A simplicidade de conseguir mais rapidamente;9;918.82;933.44
03.192.678/0001-01;Monteiro;157933;2025-04-18;316868;A segurança de inovar com confiança;2;985.78;194.49
03.192.678/0001-01;Monteiro;157933;2025-04-18;874551;O prazer de mudar sem preocupação;4;86.64;29.83
03.192.678/0001-01;Monteiro;909928;2025-05-10;207900;A liberdade de concretizar seus projetos mais rapidamente;1;922.61;51.15
03.192.678/0001-01;Monteiro;909928;2025-05-10;122331;A liberdade de concretizar seus projetos antes de tudo;2;842.25;137.12
03.192.678/0001-01;Monteiro;909928;2025-05-10;190011;O direito de inovar com força total;6;88.9;125.84
03.192.678/0001-01;Monteiro;909928;2025-05-10;781377;A liberdade de ganhar em estado puro;10;443.51;810.89
03.192.678/0001-01;Monteiro;909928;2025-05-10;196463;A liberdade de realizar seus sonhos direto da fonte;2;445.78;188.68
03.192.678/0001-01;Monteiro;450358;2025-01-07;299470;A simplicidade de conseguir naturalmente;2;131.4;18.88
03.192.678/0001-01;Monteiro;450358;2025-01-07;434112;A certeza de ganhar em estado puro;3;522.17;179.61
03.192.678/0001-01;Monteiro;324035;2025-01-11;352046;O poder de conseguir com força total;5;934.08;632.77
03.192.678/0001-01;Monteiro;324035;2025-01-11;962129;A certeza de avançar mais facilmente;5;330.59;359.43
03.192.678/0001-01;Monteiro;324035;2025-01-11;459394;A simplicidade de mudar sem preocupação;10;748.88;1161.4
03.192.678/0001-01;Monteiro;324035;2025-01-11;826898;O prazer de realizar seus sonhos em estado puro;2;105.82;31.12
03.192.678/0001-01;Monteiro;324035;2025-01-11;869467;O poder de atingir seus objetivos naturalmente;1;559.93;103.36
03.192.678/0001-01;Monteiro;632614;2025-03-04;239892;A certeza de avançar simplesmente;2;841.97;361.75
03.192.678/0001-01;Monteiro;632614;2025-03-04;632505;A vantagem de concretizar seus projetos direto da fonte;8;812.57;1358.89
03.192.678/0001-01;Monteiro;632614;2025-03-04;364194;A arte de conseguir naturalmente;10;515.02;1182.87
03.192.678/0001-01;Monteiro;999651;2025-01-31;649533;O conforto de atingir seus objetivos sem preocupação;2;890.08;229.46
03.192.678/0001-01;Monteiro;999651;2025-01-31;419342;A arte de ganhar mais rapidamente;4;360.28;268.99
03.192.678/0001-01;Monteiro;999651;2025-01-31;904870;A simplicidade de concretizar seus projetos sem preocupação;6;426.57;548.9
03.192.678/0001-01;Monteiro;999651;2025-01-31;262318;A vantagem de mudar naturalmente;10;62.59;145.85
03.192.678/0001-01;Monteiro;200206;2025-02-05;421141;A certeza de mudar com força total;9;796.12;1049.91
03.192.678/0001-01;Monteiro;200206;2025-02-05;977836;A arte de evoluir com força total;7;471.74;242.87
03.192.678/0001-01;Monteiro;817048;2025-01-16;253638;O prazer de avançar mais rapidamente;8;520.76;446.67
03.192.678/0001-01;Monteiro;758093;2024-11-29;526217;O conforto de realizar seus sonhos naturalmente;1;238.41;28.07
03.192.678/0001-01;Monteiro;758093;2024-11-29;402314;O prazer de evoluir de maneira eficaz;1;294.46;42.12
03.192.678/0001-01;Monteiro;758093;2024-11-29;127382;O direito de evoluir de maneira eficaz;6;616.48;718.76
03.192.678/0001-01;Monteiro;758093;2024-11-29;721404;A certeza de ganhar direto da fonte;2;61.18;23.25
03.192.678/0001-01;Monteiro;437336;2025-03-27;604358;A liberdade de avançar de maneira eficaz;8;97.73;162.92
03.192.678/0001-01;Monteiro;437336;2025-03-27;779673;A certeza de ganhar mais rapidamente;8;678.07;1205.23
03.192.678/0001-01;Monteiro;437336;2025-03-27;741034;A vantagem de avançar de maneira eficaz;10;715.21;1137.18
03.192.678/0001-01;Monteiro;437336;2025-03-27;680348;A simplicidade de evoluir naturalmente;2;450.68;135.37
03.192.678/0001-01;Monteiro;203809;2025-04-23;191470;O prazer de inovar com força total;8;324.08;389.78
03.192.678/0001-01;Monteiro;695174;2025-01-09;888521;A vantagem de inovar mais facilmente;5;335.67;276.53
03.192.678/0001-01;Monteiro;695174;2025-01-09;441738;O direito de inovar mais facilmente;9;922.94;1891.36
03.192.678/0001-01;Monteiro;695174;2025-01-09;861766;O direito de mudar com confiança;1;358.27;87.41
03.192.678/0001-01;Monteiro;695174;2025-01-09;291419;A segurança de atingir seus objetivos antes de tudo;5;134.08;42.75
03.192.678/0001-01;Monteiro;246263;2025-03-23;576599;O direito de concretizar seus projetos antes de tudo;7;295.06;312.94
03.192.678/0001-01;Monteiro;246263;2025-03-23;540073;A certeza de atingir seus objetivos naturalmente;1;441.18;90.98
03.192.678/0001-01;Monteiro;246263;2025-03-23;360341;A certeza de ganhar simplesmente;7;248.2;254.91
03.192.678/0001-01;Monteiro;246263;2025-03-23;828630;O direito de evoluir com confiança;8;759.87;1066.22
03.192.678/0001-01;Monteiro;660482;2024-12-14;785965;O prazer de conseguir com força total;9;935.52;472.65
03.192.678/0001-01;Monteiro;660482;2024-12-14;252111;O conforto de avançar sem preocupação;6;931.07;467.57
